ID,GENENAME
ENSMUST00000202121.1,Gm5442
ENSMUST00000202122.1,Clock
ENSMUST00000202123.3,G3bp2
ENSMUST00000202124.3,Snx17
ENSMUST00000202125.1,G3bp2
ENSMUST00000202126.1,Hgfac
ENSMUST00000202127.1,1700021F13Rik
ENSMUST00000202128.1,Gm15411
ENSMUST00000202129.1,Nsg1
ENSMUST00000202130.1,Gm5302
ENSMUST00000202131.3,Bend4
ENSMUST00000202132.1,Gm43761
ENSMUST00000202133.3,Hmgb1
ENSMUST00000202134.1,Gm43600
ENSMUST00000202135.1,Ctbp1
ENSMUST00000202136.1,Slc12a5
ENSMUST00000202137.1,Hsph1
ENSMUST00000202138.3,Fgfr3
ENSMUST00000202139.1,Gm43172
ENSMUST00000202141.1,Tspan9
ENSMUST00000202142.3,Tprkb
ENSMUST00000202143.3,Cnot4
ENSMUST00000202145.1,Tpi-rs11
ENSMUST00000202146.1,Gm42758
ENSMUST00000202147.1,AC120011.1
ENSMUST00000202148.1,Gm20186
ENSMUST00000202149.3,Tbl1xr1
ENSMUST00000202150.1,Gm43682
ENSMUST00000202151.1,Exoc1
ENSMUST00000202154.1,Gm40304
ENSMUST00000202155.1,Uso1
ENSMUST00000202156.1,4930500F04Rik
ENSMUST00000202157.1,Gm5767
ENSMUST00000202158.3,Fndc4
ENSMUST00000202159.1,Senp7
ENSMUST00000202160.1,Gm42960
ENSMUST00000202161.3,Pdgfra
ENSMUST00000202162.1,Scn2a
ENSMUST00000202163.3,Crcp
ENSMUST00000202165.3,Gtf2ird1
ENSMUST00000202166.1,2900064F13Rik
ENSMUST00000202167.1,Kit
ENSMUST00000202168.1,Hgfac
ENSMUST00000202169.1,Fosl2
ENSMUST00000202170.3,Pds5b
ENSMUST00000202171.1,Gm7596
ENSMUST00000202174.1,Zar1
ENSMUST00000202176.1,Ythdc2
ENSMUST00000202177.3,4930500F04Rik
ENSMUST00000202178.3,Specc1
ENSMUST00000202179.1,Specc1
ENSMUST00000202180.1,Guf1
ENSMUST00000202182.1,Fgfr3
ENSMUST00000202183.1,Gm30708
ENSMUST00000202184.1,Gm42959
ENSMUST00000202186.3,Pdgfra
ENSMUST00000202187.3,Zeb2
ENSMUST00000202188.1,Gm15997
ENSMUST00000202190.1,Ctbp1
ENSMUST00000202191.1,Rad51ap1
ENSMUST00000202192.1,Brca2
ENSMUST00000202194.1,Gm3604
ENSMUST00000202196.3,Septin11
ENSMUST00000202197.1,Gm7181
ENSMUST00000202199.1,Wdr1
ENSMUST00000202200.1,Bod1l
ENSMUST00000202201.3,Plb1
ENSMUST00000202202.1,Gtf2ird1
ENSMUST00000202203.1,Mpv17
ENSMUST00000202204.3,Slc37a3
ENSMUST00000202205.1,Msantd1
ENSMUST00000202206.1,Gm43637
ENSMUST00000202207.3,Ube3a
ENSMUST00000202208.1,Syngap1
ENSMUST00000202209.1,Afp
ENSMUST00000202210.3,Rgs6
ENSMUST00000202212.1,Gm43128
ENSMUST00000202213.3,Rbm19
ENSMUST00000202214.3,Slc4a1ap
ENSMUST00000202216.1,1700028E10Rik
ENSMUST00000202217.2,Septin11
ENSMUST00000202218.3,Gtf3c2
ENSMUST00000202220.3,Plb1
ENSMUST00000202221.1,Tmem247
ENSMUST00000202222.1,Pomp
ENSMUST00000202223.3,Slc12a5
ENSMUST00000202224.1,Gm2420
ENSMUST00000202226.1,Ankrd17
ENSMUST00000202227.1,Cad
ENSMUST00000202228.1,9030607J07Rik
ENSMUST00000202229.1,Gm15406
ENSMUST00000202230.1,Cnga1
ENSMUST00000202231.1,Gm20072
ENSMUST00000202233.1,Gm42646
ENSMUST00000202234.1,Chrna9
ENSMUST00000202236.1,Hip1
ENSMUST00000202237.3,Ociad1
ENSMUST00000202238.1,Gm16273
ENSMUST00000202239.1,Gm43227
ENSMUST00000202241.3,Mpv17
ENSMUST00000202242.1,Gckr
ENSMUST00000202243.3,Mrpl33
ENSMUST00000202244.3,Zfp512
ENSMUST00000202245.3,Klrg2
ENSMUST00000202246.1,Gm43173
ENSMUST00000202247.3,Ube3a
ENSMUST00000202248.1,Atp8a1
ENSMUST00000202249.1,Gm43688
ENSMUST00000202250.3,Ociad1
ENSMUST00000202251.1,4930430O22Rik
ENSMUST00000202252.1,Tchp
ENSMUST00000202253.1,AA792892
ENSMUST00000202254.3,Gtf3c2
ENSMUST00000202256.1,Mapre3
ENSMUST00000202257.3,Wdr95
ENSMUST00000202258.3,G3bp2
ENSMUST00000202259.1,Gm43122
ENSMUST00000202261.4,Morc3
ENSMUST00000202262.1,Cct6a
ENSMUST00000202263.1,Gm5864
ENSMUST00000202266.3,Acox3
ENSMUST00000202268.3,Gtf2ird1
ENSMUST00000202269.1,Tmem209
ENSMUST00000202270.1,Babam2
ENSMUST00000202272.3,Senp7
ENSMUST00000202273.3,Slc4a1ap
ENSMUST00000202274.1,Gm42726
ENSMUST00000202276.1,Gm42789
ENSMUST00000202278.1,9130230L23Rik
ENSMUST00000202279.3,N4bp2l1
ENSMUST00000202280.3,Gtf2ird1
ENSMUST00000202281.3,Rogdi
ENSMUST00000202282.1,Gm7554
ENSMUST00000202283.4,Pisd
ENSMUST00000202284.1,Gm43264
ENSMUST00000202285.1,Bsph2
ENSMUST00000202286.1,Sptan1
ENSMUST00000202288.1,Ube3a
ENSMUST00000202289.3,Eif4h
ENSMUST00000202290.1,Haus3
ENSMUST00000202291.2,N4bp2l1
ENSMUST00000202292.1,Gm42572
ENSMUST00000202293.3,Babam2
ENSMUST00000202294.3,Ppm1g
ENSMUST00000202296.2,Olfr1401-ps1
ENSMUST00000202297.1,2900076G11Rik
ENSMUST00000202298.3,Vkorc1l1
ENSMUST00000202299.3,Slc4a1ap
ENSMUST00000202300.1,Gtf3c2
ENSMUST00000202302.1,B3glct
ENSMUST00000202304.1,Gm35648
ENSMUST00000202305.3,Tmem248
ENSMUST00000202306.1,Dcp2
ENSMUST00000202307.1,Tbx3os1
ENSMUST00000202308.3,Septin11
ENSMUST00000202311.1,Mgam
ENSMUST00000202312.3,Gckr
ENSMUST00000202313.1,Brca2
ENSMUST00000202315.2,Sema6c
ENSMUST00000202316.1,Gm42785
ENSMUST00000202317.1,Cxcl2
ENSMUST00000202318.3,Snx17
ENSMUST00000202320.1,Trmt112-ps1
ENSMUST00000202321.3,Gtf2ird1
ENSMUST00000202322.1,Vmn2r-ps25
ENSMUST00000202323.3,Snx17
ENSMUST00000202324.1,Tmem33
ENSMUST00000202325.1,4930557J02Rik
ENSMUST00000202326.3,Rph3a
ENSMUST00000202327.1,Gm42573
ENSMUST00000202328.1,Gm43323
ENSMUST00000202329.1,Gm43748
ENSMUST00000202331.3,Spam1
ENSMUST00000202332.1,Stbd1
ENSMUST00000202334.3,Gtf2ird1
ENSMUST00000202335.3,Gtf2ird1
ENSMUST00000202336.1,Gm42576
ENSMUST00000202337.1,Gm43443
ENSMUST00000202338.1,Gm43156
ENSMUST00000202339.1,Uchl1
ENSMUST00000202340.1,BC028471
ENSMUST00000202341.1,Ptprz1
ENSMUST00000202342.1,Stim2
ENSMUST00000202343.1,Gtf2i
ENSMUST00000202345.1,Zeb2
ENSMUST00000202346.1,Gm43008
ENSMUST00000202347.1,Scn8a
ENSMUST00000202348.1,Gm43658
ENSMUST00000202349.3,Scn8a
ENSMUST00000202350.3,Tcf4
ENSMUST00000202351.1,Gm43461
ENSMUST00000202352.3,G3bp2
ENSMUST00000202353.1,Tspan12
ENSMUST00000202354.3,Tcf4
ENSMUST00000202355.1,Vmn1r261
ENSMUST00000202356.3,Tbl1xr1
ENSMUST00000202357.1,Gm42786
ENSMUST00000202358.1,Mrps9
ENSMUST00000202359.1,Gm43038
ENSMUST00000202361.3,Hsph1
ENSMUST00000202362.1,Uso1
ENSMUST00000202363.1,Ccnd2
ENSMUST00000202364.1,Gm42661
ENSMUST00000202365.1,Gm42906
ENSMUST00000202366.1,Gm2762
ENSMUST00000202368.1,Emilin1
ENSMUST00000202370.1,Gm9794
ENSMUST00000202371.3,Zeb2
ENSMUST00000202372.3,Tspan9
ENSMUST00000202374.1,Psph
ENSMUST00000202375.3,Mpv17
ENSMUST00000202376.1,Gm43279
ENSMUST00000202377.1,Crmp1
ENSMUST00000202378.3,Mfsd10
ENSMUST00000202379.1,Dusp11
ENSMUST00000202380.1,Cxcl5
ENSMUST00000202381.3,Fryl
ENSMUST00000202382.3,Eno4
ENSMUST00000202383.1,Gm40292
ENSMUST00000202384.1,Krtcap3
ENSMUST00000202385.3,Stard13
ENSMUST00000202386.1,Gm5
ENSMUST00000202387.1,Gm43579
ENSMUST00000202388.1,Rbm19
ENSMUST00000202389.3,Specc1
ENSMUST00000202390.1,Gm43698
ENSMUST00000202391.3,Cad
ENSMUST00000202392.1,Gm42549
ENSMUST00000202393.1,Zc3hc1
ENSMUST00000202394.3,Gpn1
ENSMUST00000202395.3,Fxyd5
ENSMUST00000202396.1,Gm43843
ENSMUST00000202399.1,Gm43040
ENSMUST00000202400.3,Slc37a3
ENSMUST00000202402.1,Ppm1g
ENSMUST00000202403.1,Gm42689
ENSMUST00000202404.1,Cxcl9
ENSMUST00000202405.1,Gm18482
ENSMUST00000202406.3,Rph3a
ENSMUST00000202408.1,Clip2
ENSMUST00000202409.1,Poln
ENSMUST00000202410.2,Ift172
ENSMUST00000202411.1,N4bp2
ENSMUST00000202412.3,Stx18
ENSMUST00000202413.1,Fryl
ENSMUST00000202414.3,Gtf2ird1
ENSMUST00000202415.3,Septin11
ENSMUST00000202416.1,Gm18222
ENSMUST00000202417.1,Cnot4
ENSMUST00000202418.1,Gm29815
ENSMUST00000202419.2,Inpp5f
ENSMUST00000202421.1,Supt7l
ENSMUST00000202422.1,Nsun5
ENSMUST00000202423.1,Yipf7
ENSMUST00000202425.1,Gm42888
ENSMUST00000202426.1,Gm18327
ENSMUST00000202427.1,Gm42477
ENSMUST00000202430.1,Zbed5
ENSMUST00000202431.3,Mlxipl
ENSMUST00000202432.3,Zeb2
ENSMUST00000202433.3,Dnajc5g
ENSMUST00000202434.3,Crmp1
ENSMUST00000202435.3,Tcf4
ENSMUST00000202437.1,Gm43059
ENSMUST00000202438.1,Gm43226
ENSMUST00000202439.1,Gm43093
ENSMUST00000202440.3,Ube3a
ENSMUST00000202441.1,4930548H24Rik
ENSMUST00000202443.1,Gm20052
ENSMUST00000202444.1,Polr1d
ENSMUST00000202445.1,Preb
ENSMUST00000202446.1,Gm42727
ENSMUST00000202447.3,Fbxo21
ENSMUST00000202448.1,Gm38901
ENSMUST00000202451.1,Gm20052
ENSMUST00000202452.1,Scn8a
ENSMUST00000202453.3,Plb1
ENSMUST00000202454.1,Gm43343
ENSMUST00000202455.1,Gm43633
ENSMUST00000202456.1,Gckr
ENSMUST00000202457.3,Slc7a1
ENSMUST00000202458.3,Tcf4
ENSMUST00000202459.1,Gm43090
ENSMUST00000202460.1,Gm34648
ENSMUST00000202461.3,Lat2
ENSMUST00000202462.1,Gm43845
ENSMUST00000202464.3,Wee2
ENSMUST00000202465.1,Scfd2
ENSMUST00000202466.3,Cct6a
ENSMUST00000202468.1,Eif2b4
ENSMUST00000202469.1,Gm42887
ENSMUST00000202470.1,Gm21048
ENSMUST00000202471.1,Rhoh
ENSMUST00000202472.1,Preb
ENSMUST00000202473.3,Kdr
ENSMUST00000202474.2,Tcf4
ENSMUST00000202475.1,Gm42802
ENSMUST00000202476.1,Rbpj
ENSMUST00000202477.3,Tcf4
ENSMUST00000202478.3,Bud23
ENSMUST00000202479.3,Slc12a5
ENSMUST00000202480.1,Gm17906
ENSMUST00000202481.1,D5Ertd577e
ENSMUST00000202482.1,Gm43598
ENSMUST00000202485.1,BC028471
ENSMUST00000202486.1,Vkorc1l1
ENSMUST00000202487.1,1700019F05Rik
ENSMUST00000202489.1,C130093G08Rik
ENSMUST00000202491.1,Gm43460
ENSMUST00000202492.1,Gm43792
ENSMUST00000202494.1,Gm42800
ENSMUST00000202495.1,Gm43152
ENSMUST00000202496.1,Wdr1
ENSMUST00000202497.1,1700030N18Rik
ENSMUST00000202498.1,Gm43374
ENSMUST00000202499.1,Fip1l1
ENSMUST00000202500.1,4930413E15Rik
ENSMUST00000202501.1,Mapre3
ENSMUST00000202502.1,Gm2762
ENSMUST00000202503.1,Fam193a
ENSMUST00000202504.2,Tbx5
ENSMUST00000202505.1,Nrbp1
ENSMUST00000202506.1,Lyar
ENSMUST00000202508.3,Scn2a
ENSMUST00000202509.1,Gm18861
ENSMUST00000202510.1,D5Ertd579e
ENSMUST00000202511.1,Gm43332
ENSMUST00000202512.1,Gm42858
ENSMUST00000202513.1,Gm43501
ENSMUST00000202514.1,Gm20559
ENSMUST00000202515.1,Gpn1
ENSMUST00000202519.1,Gm43456
ENSMUST00000202520.3,Slc5a6
ENSMUST00000202521.3,Slc30a9
ENSMUST00000202522.1,Gm43281
ENSMUST00000202523.1,Gm42884
ENSMUST00000202525.3,Nsd2
ENSMUST00000202526.1,Vmn1r-ps6
ENSMUST00000202527.3,Scn8a
ENSMUST00000202528.3,Tbc1d19
ENSMUST00000202529.1,Gm43164
ENSMUST00000202530.3,Fry
ENSMUST00000202531.3,Plcb1
ENSMUST00000202533.1,Gm43635
ENSMUST00000202534.1,Gm43808
ENSMUST00000202535.3,Zfp936
ENSMUST00000202536.1,Gm43086
ENSMUST00000202537.1,Gm34583
ENSMUST00000202538.3,Med13l
ENSMUST00000202539.1,Gm42662
ENSMUST00000202540.1,Nck2
ENSMUST00000202541.1,Haus3
ENSMUST00000202542.1,Gm20186
ENSMUST00000202543.3,Yes1
ENSMUST00000202544.1,Gm20559
ENSMUST00000202545.1,Gm43274
ENSMUST00000202546.1,Gm43399
ENSMUST00000202547.1,Tec
ENSMUST00000202548.1,4930430O22Rik
ENSMUST00000202552.1,Gm43373
ENSMUST00000202553.1,Gm43764
ENSMUST00000202554.3,Gtf2ird1
ENSMUST00000202555.1,Selplg
ENSMUST00000202556.3,Slc5a6
ENSMUST00000202559.1,Pan3
ENSMUST00000202560.1,Ift172
ENSMUST00000202561.1,Gm43028
ENSMUST00000202562.1,Gm42801
ENSMUST00000202563.1,Gm42561
ENSMUST00000202564.1,Pxn
ENSMUST00000202565.1,Agbl5
ENSMUST00000202566.3,Fry
ENSMUST00000202567.1,Preb
ENSMUST00000202568.1,Stom
ENSMUST00000202569.3,Spam1
ENSMUST00000202570.3,Eln
ENSMUST00000202571.1,Fry
ENSMUST00000202572.1,Ube2k
ENSMUST00000202573.1,Hgfac
ENSMUST00000202574.1,Akap3
ENSMUST00000202575.1,Slc4a1ap
ENSMUST00000202576.3,Nrbp1
ENSMUST00000202577.1,Mkln1
ENSMUST00000202578.3,Dnm1
ENSMUST00000202579.3,Ptprz1
ENSMUST00000202581.1,Git2
ENSMUST00000202582.1,Gm5141
ENSMUST00000202583.1,Gm20005
ENSMUST00000202584.1,Gcn1
ENSMUST00000202585.4,Ift172
ENSMUST00000202586.1,Gm34583
ENSMUST00000202588.1,Tprkb
ENSMUST00000202589.1,Ift172
ENSMUST00000202590.1,Preb
ENSMUST00000202591.1,Rhoh
ENSMUST00000202592.1,1810017P11Rik
ENSMUST00000202593.1,Preb
ENSMUST00000202594.1,Gm42883
ENSMUST00000202596.1,Gm40293
ENSMUST00000202597.1,5430435K18Rik
ENSMUST00000202598.1,Tmem132e
ENSMUST00000202599.3,Tbc1d19
ENSMUST00000202600.3,Fry
ENSMUST00000202601.3,Ube2k
ENSMUST00000202602.3,Rab14
ENSMUST00000202603.3,Usp30
ENSMUST00000202604.1,Sdad1
ENSMUST00000202605.1,4930566F21Rik
ENSMUST00000202606.2,Bcl7b
ENSMUST00000202607.1,Gm42903
ENSMUST00000202608.1,Pomp
ENSMUST00000202610.3,Tcf4
ENSMUST00000202611.1,Gm43450
ENSMUST00000202612.1,Tmem248
ENSMUST00000202613.1,Gm7832
ENSMUST00000202614.3,Mpv17
ENSMUST00000202615.3,Fndc4
ENSMUST00000202616.1,Eif2b4
ENSMUST00000202620.1,Eln
ENSMUST00000202621.1,Pomp
ENSMUST00000202622.3,Eif4h
ENSMUST00000202623.3,Slc12a5
ENSMUST00000202624.1,Gm42742
ENSMUST00000202625.1,Pf4
ENSMUST00000202626.1,BC049739
ENSMUST00000202627.1,Cgref1
ENSMUST00000202629.1,Alox5ap
ENSMUST00000202630.1,Fry
ENSMUST00000202632.1,Ctbp1
ENSMUST00000202634.3,C330024D21Rik
ENSMUST00000202635.1,Wdr95
ENSMUST00000202636.3,Mgam
ENSMUST00000202638.3,Poln
ENSMUST00000202639.3,Gtf3c2
ENSMUST00000202640.1,Rogdi
ENSMUST00000202641.1,Pisd
ENSMUST00000202642.3,Gm3139
ENSMUST00000202643.1,Hip1
ENSMUST00000202644.1,Gm42728
ENSMUST00000202645.3,Zfp825
ENSMUST00000202646.3,Pnkp
ENSMUST00000202647.3,Tbl1xr1
ENSMUST00000202648.3,Pds5a
ENSMUST00000202649.1,Gm42852
ENSMUST00000202651.3,Clock
ENSMUST00000202652.1,Crmp1
ENSMUST00000202653.1,Scn2a
ENSMUST00000202654.3,BC028471
ENSMUST00000202655.3,Mrpl33
ENSMUST00000202656.1,Slc37a3
ENSMUST00000202659.1,Gm3786
ENSMUST00000202661.1,Gm43155
ENSMUST00000202662.1,Gm43372
ENSMUST00000202663.1,Morc3
ENSMUST00000202665.1,1700021F13Rik
ENSMUST00000202666.1,Cnot4
ENSMUST00000202669.1,Gm42548
ENSMUST00000202670.1,Slc9a6
ENSMUST00000202671.1,Gm43634
ENSMUST00000202672.3,Ddx54
ENSMUST00000202673.1,N4bp2os
ENSMUST00000202674.3,Tcf4
ENSMUST00000202675.1,Gm30270
ENSMUST00000202676.1,Gm42673
ENSMUST00000202677.3,Tex26
ENSMUST00000202678.1,Gm42583
ENSMUST00000202679.3,Ube2k
ENSMUST00000202680.1,Gm43599
ENSMUST00000202681.3,Pdgfra
ENSMUST00000202683.1,Gm42530
ENSMUST00000202684.1,Suds3
ENSMUST00000202685.1,Ube3a
ENSMUST00000202687.1,Plb1
ENSMUST00000202688.1,Gm36840
ENSMUST00000202690.1,Mrpl33
ENSMUST00000202691.1,Crcp
ENSMUST00000202692.4,Zfp958
ENSMUST00000202693.1,Brca2
ENSMUST00000202694.1,Gm43790
ENSMUST00000202695.1,Tbc1d19
ENSMUST00000202696.3,Gm20559
ENSMUST00000202697.3,Fryl
ENSMUST00000202698.1,Pds5a
ENSMUST00000202699.1,Gm40309
ENSMUST00000202700.3,Rbm47
ENSMUST00000202701.1,Gm43812
ENSMUST00000202702.1,Scn8a
ENSMUST00000202703.1,Tsga13
ENSMUST00000202704.3,Rassf6
ENSMUST00000202706.1,Olfr519
ENSMUST00000202707.1,Dennd2a
ENSMUST00000202708.1,Gm10459
ENSMUST00000202709.1,Gm42713
ENSMUST00000202711.1,C78283
ENSMUST00000202712.1,Gm35960
ENSMUST00000202713.1,Suds3
ENSMUST00000202714.3,Slc37a3
ENSMUST00000202719.1,Gm6598
ENSMUST00000202720.1,Rogdi
ENSMUST00000202721.1,Ube2k
ENSMUST00000202722.1,0610012G03Rik
ENSMUST00000202723.3,Tbx5
ENSMUST00000202724.3,Epgn
ENSMUST00000202726.1,Ccdc136
ENSMUST00000202727.1,Brca2
ENSMUST00000202728.1,Caln1
ENSMUST00000202729.1,Rabgef1
ENSMUST00000202730.3,Gm5108
ENSMUST00000202731.1,Slc30a3
ENSMUST00000202732.1,Pan3
ENSMUST00000202733.1,Gm43621
ENSMUST00000202734.1,Cit
ENSMUST00000202735.1,Chrna9
ENSMUST00000202736.1,Antxr2
ENSMUST00000202739.1,Gm2762
ENSMUST00000202740.3,Slc30a3
ENSMUST00000202741.4,Poln
ENSMUST00000202742.3,4930513D17Rik
ENSMUST00000202743.3,Snx17
ENSMUST00000202744.3,Specc1
ENSMUST00000202745.1,Sh3bp2
ENSMUST00000202746.1,Lat2
ENSMUST00000202747.3,Tbl1xr1
ENSMUST00000202748.3,Gm2420
ENSMUST00000202749.3,Slc37a3
ENSMUST00000202751.3,Tcf4
ENSMUST00000202752.1,Khk
ENSMUST00000202755.1,Gm42545
ENSMUST00000202756.1,Crcp
ENSMUST00000202757.3,Agbl5
ENSMUST00000202758.3,Eif2b4
ENSMUST00000202759.1,Zfp799
ENSMUST00000202760.3,Dnajc5g
ENSMUST00000202761.3,Rfc2
ENSMUST00000202763.1,Gtf2ird1
ENSMUST00000202764.1,Tmem140
ENSMUST00000202765.3,Tcf4
ENSMUST00000202766.3,Wdr1
ENSMUST00000202767.1,Shroom3
ENSMUST00000202768.1,Gm10399
ENSMUST00000202769.1,Trim54
ENSMUST00000202770.1,Slc30a9
ENSMUST00000202771.1,A930012L18Rik
ENSMUST00000202772.3,Tcf4
ENSMUST00000202773.3,9130230L23Rik
ENSMUST00000202774.3,Tmem214
ENSMUST00000202775.3,Mgam
ENSMUST00000202776.1,Ube3a
ENSMUST00000202777.1,Rbm19
ENSMUST00000202778.1,1700017G19Rik
ENSMUST00000202779.2,Mgam
ENSMUST00000202780.1,Gm43293
ENSMUST00000202781.1,Mthfd2l
ENSMUST00000202782.1,Gm42655
ENSMUST00000202783.1,Ube2a
ENSMUST00000202784.3,Rassf6
ENSMUST00000202785.1,Slc37a3
ENSMUST00000202786.1,Spam1
ENSMUST00000202787.1,Med13l
ENSMUST00000202788.1,Rbm19
ENSMUST00000202790.1,Gm43782
ENSMUST00000202791.2,Fgfr3
ENSMUST00000202792.1,Nsun5
ENSMUST00000202793.1,Usp46os2
ENSMUST00000202794.3,Rbm47
ENSMUST00000202795.3,Cad
ENSMUST00000202797.1,Gm43482
ENSMUST00000202798.1,Gm42742
ENSMUST00000202799.3,Senp7
ENSMUST00000202800.3,4930513D17Rik
ENSMUST00000202801.1,Nrbp1
ENSMUST00000202802.1,5033423K11Rik
ENSMUST00000202803.3,Tprkb
ENSMUST00000202805.3,Wdr95
ENSMUST00000202806.3,Fryl
ENSMUST00000202807.1,Rassf6
ENSMUST00000202809.1,Alms1
ENSMUST00000202812.1,Ube2a
ENSMUST00000202814.2,Gramd1a
ENSMUST00000202815.3,Babam2
ENSMUST00000202816.1,Uvssa
ENSMUST00000202817.1,N4bp2
ENSMUST00000202818.1,Gm43596
ENSMUST00000202820.3,Ctbp1
ENSMUST00000202822.1,Pla2g1b
ENSMUST00000202825.1,Poln
ENSMUST00000202826.1,Peg13
ENSMUST00000202827.1,Cad
ENSMUST00000202828.1,C330024D21Rik
ENSMUST00000202829.3,Gtf2ird1
ENSMUST00000202830.1,Limch1
ENSMUST00000202831.1,Nsg1
ENSMUST00000202834.1,Gm42849
ENSMUST00000202835.3,Rad51ap1
ENSMUST00000202836.3,Mpv17
ENSMUST00000202837.1,Brca2
ENSMUST00000202838.1,Gm43371
ENSMUST00000202839.1,Maea
ENSMUST00000202840.3,Slc25a22
ENSMUST00000202841.1,Fry
ENSMUST00000202842.3,Nrbp1
ENSMUST00000202843.3,Gtf3c2
ENSMUST00000202844.1,Sptan1
ENSMUST00000202845.1,Mcc
ENSMUST00000202846.1,Gm15754
ENSMUST00000202847.1,U90926
ENSMUST00000202850.1,Gm43294
ENSMUST00000202852.1,Mthfd2l
ENSMUST00000202854.3,Cct6a
ENSMUST00000202855.1,Rnf10
ENSMUST00000202856.1,Agk
ENSMUST00000202857.3,Clock
ENSMUST00000202858.1,BC080696
ENSMUST00000202859.1,Gm43085
ENSMUST00000202860.1,Gm43597
ENSMUST00000202861.1,Grm8
ENSMUST00000202862.1,Gm43811
ENSMUST00000202864.1,Gm43698
ENSMUST00000202865.1,Gm43442
ENSMUST00000202866.1,Stard13
ENSMUST00000202868.3,Ctbp1
ENSMUST00000202869.1,Specc1
ENSMUST00000202870.1,Sdad1
ENSMUST00000202871.1,Gm43166
ENSMUST00000202873.1,Eif3s6-ps4
ENSMUST00000202874.1,Gm29793
ENSMUST00000202875.1,Nrbp1
ENSMUST00000202876.1,Gm21221
ENSMUST00000202878.3,Akap3
ENSMUST00000202880.1,Tbc1d19
ENSMUST00000202881.1,Gm42524
ENSMUST00000202883.1,Gm43039
ENSMUST00000202884.3,Pan3
ENSMUST00000202886.3,Plb1
ENSMUST00000202887.1,Gm42732
ENSMUST00000202890.1,Gm43842
ENSMUST00000202891.1,Gm7452
ENSMUST00000202892.1,Gm43580
ENSMUST00000202893.1,5930420M18Rik
ENSMUST00000202894.1,Gm19610
ENSMUST00000202895.1,2700029L08Rik
ENSMUST00000202897.1,Rad51ap1
ENSMUST00000202898.1,Nup205
ENSMUST00000202899.3,Gsn
ENSMUST00000202900.1,Gm18290
ENSMUST00000202902.1,Wdr95
ENSMUST00000202903.3,Sdad1
ENSMUST00000202904.1,Preb
ENSMUST00000202905.3,Specc1
ENSMUST00000202906.1,Gm43027
ENSMUST00000202907.1,Phf19
ENSMUST00000202908.1,Bod1l
ENSMUST00000202909.3,Gckr
ENSMUST00000202910.1,Pds5a
ENSMUST00000202911.3,Gm3183
ENSMUST00000202912.1,Nsd2
ENSMUST00000202913.1,Rab28
ENSMUST00000202914.1,Gm43791
ENSMUST00000202915.1,Rgs12
ENSMUST00000202916.1,Gm7682
ENSMUST00000202917.1,Psmd5
ENSMUST00000202920.3,Tex26
ENSMUST00000202921.1,Hgfac
ENSMUST00000202922.1,Gm43784
ENSMUST00000202923.1,G630022F23Rik
ENSMUST00000202925.3,Tbc1d24
ENSMUST00000202926.1,Gm43844
ENSMUST00000202927.1,Depdc5
ENSMUST00000202928.1,Slc37a3
ENSMUST00000202929.1,Zfp513
ENSMUST00000202930.1,Preb
ENSMUST00000202931.1,Gm43771
ENSMUST00000202932.1,Supt7l
ENSMUST00000202933.1,Gm43533
ENSMUST00000202934.3,N4bp2
ENSMUST00000202935.3,Zeb2
ENSMUST00000202936.1,Prrt2
ENSMUST00000202937.3,Tcf4
ENSMUST00000202938.1,Ubl3
ENSMUST00000202939.1,Syngap1
ENSMUST00000202941.1,Maea
ENSMUST00000202942.1,Gm42575
ENSMUST00000202943.1,Gm42963
ENSMUST00000202945.3,Ube3a
ENSMUST00000202946.1,Cckar
ENSMUST00000202949.1,Agk
ENSMUST00000202950.3,Slc4a1ap
ENSMUST00000202951.3,Tmem214
ENSMUST00000202952.1,Slc37a3
ENSMUST00000202953.1,Mrpl33
ENSMUST00000202954.1,Gm42467
ENSMUST00000202955.1,Gm43449
ENSMUST00000202957.1,Chrna9
ENSMUST00000202958.1,Gm43280
ENSMUST00000202959.1,C030017G13Rik
ENSMUST00000202960.1,Gm43231
ENSMUST00000202962.3,Ctbp1
ENSMUST00000202963.1,Vmn1r-ps5
ENSMUST00000202964.1,D6Wsu163e
ENSMUST00000202965.1,Gm42964
ENSMUST00000202966.3,Mgam
ENSMUST00000202967.1,Cad
ENSMUST00000202968.1,Gm18452
ENSMUST00000202969.1,1700013A02Rik
ENSMUST00000202970.1,Gm43262
ENSMUST00000202971.1,Scn8a
ENSMUST00000202972.1,Gm43026
ENSMUST00000202973.1,Cad
ENSMUST00000202975.3,Brca2
ENSMUST00000202976.3,Gm2762
ENSMUST00000202977.1,Gm19617
ENSMUST00000202979.1,Gm2040
ENSMUST00000202980.1,Dynll1
ENSMUST00000202981.1,Gm18995
ENSMUST00000202982.1,Nrbp1
ENSMUST00000202983.1,D630030B08Rik
ENSMUST00000202984.1,Slc5a6
ENSMUST00000202985.1,Gm43100
ENSMUST00000202986.1,Gm43092
ENSMUST00000202987.1,Gm43105
ENSMUST00000202988.3,Zfp799
ENSMUST00000202990.3,Gsn
ENSMUST00000202991.3,Ube2a
ENSMUST00000202992.3,Pdgfra
ENSMUST00000202993.1,Gm19583
ENSMUST00000202994.3,Nsun7
ENSMUST00000202995.1,Gm42867
ENSMUST00000202997.1,Tfec
ENSMUST00000202998.1,Rogdi
